bedroom,bathrooms,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,no_room,pooja_room,study_room,others,servant_room,store_room,maintenance_amt,brok_amt,deposit_amt,mnt_amt,rent
2,2,865,Semifurnished,Family Only,"Siddhi The Address, Moshi, , Pune, Maharashtra",1,West,Vitrified,No,No,1,None,None,11,1,0,1,0 to 1 Year Old,0,0,1,0,0,0,0,12000,35000,0,12000
3,3,0,Unfurnished,All,"Lakeshire Apartmenrts, Ambegaon Budruk, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,14000
1,1,0,Unfurnished,All,"Snehankit Society, Wakad, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,25000,0,9000
2,2,800,Semifurnished,All,"9Krushnakunj, Wagholi, , Pune, Maharashtra",4,No Direction,Not provided,No,No,0,None,None,11,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,10000
1,1,550,Unfurnished,"Family , Bachelors (Men Only)","Yashada Splendid County, Lohegaon, , Pune, Maharashtra",1,West,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
3,3,1000,Semifurnished,"Family , Bachelors (Men Only)","Atulya Blue Earth, Shankar Kalat Nagar, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,1,None,None,11,2,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,70000,0,22000
2,2,52.38,Unfurnished,All,"Kolte Patil Umang Premiere, Wagholi, , Pune, Maharashtra",1,East,Marble,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,0,0,1,0,12000,30000,0,12000
1,1,0,Furnished,All,"Karve Nagar, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0,15000
1,1,0,Furnished,None,"Warje, , Pune, Maharashtra",2,East,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,25000,0,10000
2,2,0,Semifurnished,Family Only,"Bramha Avenue, NIBM, , Pune, Maharashtra",4,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,20000,60000,0,20000
1,1,0,Furnished,All,"Agrasen Society, Koregaon Park, , Pune, Maharashtra",0,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,10+ Year Old,0,0,0,1,0,0,Maintenance 1/ (/ month,21000,60000,1,18000
1,1,0,Unfurnished,Bachelors (Men Only),"Gulmohar Regency, Viman Nagar, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,22000
2,1,600,Semifurnished,Family Only,"mhada colony, Laxmi Nagar, , Pune, Maharashtra",0,East,Not provided,Yes,No,0,None,None,11,1,0,0,10+ Year Old,0,0,1,0,0,0,0,0,60000,0,22000
2,1,800,Unfurnished,All,"Shivar colony bhugaon , Bhugaon, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,1,None,None,11,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,2,0,5500
2,2,0,Semifurnished,Family Only,"Ganadhish Empire, Pimple Saudagar, , Pune, Maharashtra",4,North,Vitrified,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,45000,0,17000
3,2,1000,Unfurnished,None,"Harmony Homes, Pimple Nilakh, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,14000
1,1,500,Furnished,Bachelors (Men Only),"Kalyani Nagar Annexe, , Pune, Maharashtra",0,West,Not provided,No,No,1,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,36000,0,18000
2,1,650,Semifurnished,All,"Niljyoti Society, Gokhale Nagar, , Pune, Maharashtra",4,North-West,Spartex,No,No,0,None,None,12,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0,15000
1,1,620,Semifurnished,All,"Mittal Park Wayz, Shankar Kalat Nagar, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,13500,40000,0,13500
1,1,475,Unfurnished,Family Only,"Manikmoti Complex, Katraj, , Pune, Maharashtra",3,East,Ceramic,Yes,No,0,None,None,11,2,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0,11500
2,2,850,Semifurnished,All,"Alcon Renaissant, Tulaja Bhawani Nagar, , Pune, Maharashtra",6,West,Ceramic,Yes,Yes,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,0,1,0,0,0,0,Maintenance 4000/ (/ month,24000,70000,4000,24000
2,2,830,Semifurnished,Family Only,"Vistacore Ambiience Antilia, Bavdhan, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,None,None,0,0,0,1,1 to 5 Year Old,0,0,0,1,0,0,0,21000,60000,0,21000
1,1,208,Semifurnished,All,"Xrbia City, Hinjewadi, , Pune, Maharashtra",0,East,Marble,Yes,Yes,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,0,1,1,0,1,1,0,2000,12000,0,5650
2,2,900,Unfurnished,All,"Bramha Majestic, Kondhwa, , Pune, Maharashtra",8,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 1500/ (/ month,25000,3,1500,18000
1,1,406,Furnished,All,"Omkar Swaroop Complex, Mandai, , Pune, Maharashtra",5,East,Vitrified,Yes,Yes,0,None,None,12,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,60000,0,18000
2,2,900,Unfurnished,Family Only,"vishwajit residency, Kharadi, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,22000
1,1,540,Semifurnished,Family Only,"Suncity Apartment, Anand Nagar, , Pune, Maharashtra",1,East,Spartex,No,No,0,None,None,24,1,0,1,10+ Year Old,1,0,0,0,0,0,0,0,40000,0,15000
1,1,0,Unfurnished,All,"Katraj, , Pune, Maharashtra",1,West,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,20000,0,7500
1,1,635,Unfurnished,Family Only,"Greencity Township, Hadapsar, , Pune, Maharashtra",5,No Direction,Not provided,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,9900
1,1,0,Unfurnished,Family Only,"shanti sadan apartment saikunj society, Pimpri Chinchwad, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,8500
1,1,550,Unfurnished,"Family , Bachelors (Women Only)","Kalwad Wasti, , Pune, Maharashtra",0,North,Vitrified,Yes,No,0,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 100/ (/ month,0,20000,100,9000
2,2,800,Unfurnished,All,"Puraniks Aldea, Baner, , Pune, Maharashtra",7,East,Vitrified,Yes,Yes,1,None,Yes,11,1,0,2,0 to 1 Year Old,0,1,0,0,0,0,0,0,50000,0,16000
3,3,0,Semifurnished,Family Only,"Mont Vert Belair, Bhugaon, , Pune, Maharashtra",2,West,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 4400/ (/ month,0,100000,4400,21500
3,3,1280,Furnished,All,"Magarpatta City Daffodils, Magarpatta, , Pune, Maharashtra",7,South,Vitrified,No,No,1,None,None,22,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,30000,3,0,30000
1,1,0,Unfurnished,Family Only,"Wagholi, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,10000,0,6500
2,2,0,Unfurnished,Family Only,"ARV Ganga Kingston, NIBM, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
2,2,0,Unfurnished,All,"Goel Ganga Kunj, Kalas, , Pune, Maharashtra",2,No Direction,Not provided,Yes,No,1,None,None,0,0,1,2,5 to 10 Year Old,0,0,0,1,0,0,0,0,25000,0,11500
2,2,950,Furnished,All,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",1,North-East,Ceramic,Yes,Yes,1,None,None,11,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,70000,0,18000
2,2,0,Semifurnished,All,"Varad, Baner Pashan Link Road, , Pune, Maharashtra",4,South-East,Vitrified,Yes,No,1,Yes,None,12,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,9000,30000,1000,14000
2,2,0,Semifurnished,All,"Surya Blossom N Springs, Pashan, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,70000,0,23000
3,3,1100,Semifurnished,Family Only,"Mahesh Galaxy, Sinhgad Road, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,12,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,60000,0,20000
3,3,1119,Unfurnished,All,"Ravetkar Sukhniwas, Model Colony, , Pune, Maharashtra",9,East,Vitrified,Yes,No,1,None,None,12,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,150000,0,40000
2,2,780,Semifurnished,Family Only,"Bhandari Greenfield Society, Magarpatta, , Pune, Maharashtra",7,West,Ceramic,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,16000,40000,0,16000
2,2,0,Semifurnished,All,"Eisha Erica, Dhayari, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,12000,0,11000
1,1,0,Furnished,Bachelors (Men/Women),"DNV Elite Homes, Tathawade, , Pune, Maharashtra",2,North,Marble,Yes,No,1,None,None,0,0,0,1,0 to 1 Year Old,0,0,0,1,0,0,0,1,2,0,5000
2,2,0,Unfurnished,Family Only,"On Request, Bibwewadi, , Pune, Maharashtra",1,South,Not provided,No,No,0,None,None,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,15000,50000,0,15000
1,1,424,Semifurnished,Family Only,"Paranjape Forest Trails Pebbles, Bhugaon, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,12,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,11000
2,2,799,Furnished,All,"Forest County, Kharadi, , Pune, Maharashtra",4,East,Vitrified,No,No,1,None,None,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,38000,3,0,38000
1,1,458,Semifurnished,"Family , Bachelors (Women Only)","On req, Sudarshan Nagar, , Pune, Maharashtra",3,North-East,Ceramic,No,No,0,None,None,11,1,0,0,10+ Year Old,0,0,0,1,0,0,Maintenance 500/ (/ month,0,25000,500,10500
2,2,710,Furnished,All,"Yash Ravi Park, Hadapsar, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,11000,30000,0,11000
3,2,1250,Semifurnished,Family Only,"DS Park Royal, Pimple Saudagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,11,0,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,26000,3,0,26000
1,1,550,Semifurnished,All,"SKYi Star Town, Bhukum, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,11000
2,2,650,Semifurnished,All,"Kiran Shubharambh, Balewadi Phata, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,0,0 to 1 Year Old,0,0,0,1,0,0,Maintenance 1/ (/ month,18000,50000,1,17999
3,3,0,Semifurnished,All,"Sukhwani Sepia, Tathawade, , Pune, Maharashtra",1,No Direction,Vitrified,Yes,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,22500
2,2,0,Unfurnished,Family Only,"Shivdeep Apartment, Balaji Nagar, , Pune, Maharashtra",3,West,Not provided,Yes,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 600/ (/ month,0,20000,600,7000
1,1,580,Semifurnished,Family Only,"Gurukrupa Corner, Sainath Nagar, , Pune, Maharashtra",4,South,Ceramic,No,No,0,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,30000,1000,11000
2,2,0,Semifurnished,Family Only,"Rohan Kritika, Dattawadi, , Pune, Maharashtra",3,West,Marble,Yes,No,1,Yes,Yes,11,1,0,1,0 to 1 Year Old,0,0,0,1,0,0,Maintenance 3500/ (/ month,25000,75000,3500,25000
2,2,803,Semifurnished,All,"Gulmohar Paradise Homes, Thite Nagar, , Pune, Maharashtra",1,North,Ceramic,Yes,No,1,None,None,11,1,1,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,17000
2,2,0,Unfurnished,All,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",5,No Direction,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,2,0,7500
2,3,650,Furnished,All,"Poonam Apartment, Bibwewadi, , Pune, Maharashtra",1,East,Vitrified,Yes,No,0,None,Yes,11,2,0,2,10+ Year Old,1,0,0,0,0,0,0,0,100000,0,23000
2,2,0,Furnished,"Family , Bachelors (Men Only)","Kool Homes Rising Landscapes, NIBM, , Pune, Maharashtra",1,North,Marble,Yes,No,1,Yes,None,22,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,19000
3,3,1850,Semifurnished,Family Only,"GK Roseland Residency, Kunj Colony, , Pune, Maharashtra",0,East,Ceramic,Yes,Yes,1,Yes,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,25000,80000,0,25000
3,2,0,Semifurnished,Family Only,"Venkateshwara Park, Pashan, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,25000
1,1,454,Semifurnished,All,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,11500,3,0,11500
1,1,475,Unfurnished,All,"Sai Satyam Park, Khandve Nagar, , Pune, Maharashtra",0,East,Others,No,No,1,None,None,12,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,7500
2,2,0,Semifurnished,Family Only,"Radiant Hill View, Ambedkar Nagar, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,3,0,22000
2,2,0,Semifurnished,All,"Amanora Future Towers, Hadapsar, , Pune, Maharashtra",4,East,Ceramic,Yes,No,1,Yes,Yes,0,1,0,2,1 to 5 Year Old,0,0,1,0,0,0,0,0,2,0,27000
3,3,980,Unfurnished,All,"Dheeraj Jade Residences, Wagholi, , Pune, Maharashtra",6,East,Marble,Yes,Yes,1,Yes,None,12,1,1,1,1 to 5 Year Old,0,0,0,0,1,0,Maintenance 1/ (/ month,13000,35000,1,13000
2,1,570,Semifurnished,Family Only,"Ganesh Angan Society, Narhe, , Pune, Maharashtra",3,North-West,Ceramic,Yes,Yes,0,None,None,12,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,9500
2,1,950,Semifurnished,Family Only,"Sukhwani Aakashdeep, Kasarwadi, , Pune, Maharashtra",6,East,Not provided,Yes,No,0,Yes,None,0,0,1,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,15000
1,1,0,Unfurnished,All,"d r mandhare prestige, Viman Nagar, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,14000
2,2,890,Semifurnished,All,"Megapolis Sunway, Hinjewadi, , Pune, Maharashtra",4,East,Marble,Yes,No,1,Yes,Yes,11,1,0,1,0 to 1 Year Old,0,0,0,0,0,1,0,12000,35000,0,12000
2,2,0,Semifurnished,All,"Puranik Aldea Espanola, Mahalunge, , Pune, Maharashtra",7,No Direction,Wood,Yes,No,1,None,Yes,11,2,0,0,5 to 10 Year Old,0,0,0,1,0,0,0,0,60000,0,22000
1,2,595,Semifurnished,All,"sai Angan porwal road lohgav , orchard hospital, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,11,3,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0,15000
2,2,800,Unfurnished,Family Only,"Tirupati Padmavati Dhara, Wakad, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,11,1,0,1,5 to 10 Year Old,0,0,0,0,0,1,0,15000,50000,0,15000
3,3,1175,Unfurnished,Family Only,"Kool Homes Panchamrut, Ambegaon Bk, , Pune, Maharashtra",1,East,Vitrified,No,No,1,None,None,11,1,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,55000,0,18000
1,1,511,Unfurnished,Family Only,"Thite Nagar, , Pune, Maharashtra",0,North,Not provided,No,No,0,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,15100
2,2,0,Semifurnished,Family Only,"Magnum Lifestyle, Dhanori, , Pune, Maharashtra",5,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,15000
1,1,0,Unfurnished,Family Only,"Atharva Residency, Hadapsar, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,7500
3,3,0,Furnished,All,"Eiffel City, Chakan, , Pune, Maharashtra",8,West,Ceramic,Yes,No,1,Yes,None,0,1,0,2,1 to 5 Year Old,0,0,0,1,0,0,0,0,70000,0,18000
2,2,800,Semifurnished,Family Only,"Ratan Park Phase 2, Pashan Sus Road, , Pune, Maharashtra",5,West,Vitrified,Yes,No,1,Yes,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,16500,45000,0,16500
2,2,0,Semifurnished,Family Only,"Raajlaxmi Greens, Ravet, , Pune, Maharashtra",4,East,Not provided,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,35000,0,14000
2,2,770.48,Unfurnished,Family Only,"Nilaya, Bibwewadi Annex, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,Yes,Yes,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,18500,50000,0,18000
1,1,570,Unfurnished,All,"Shreeram Gold, Dhanori, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0,13500
2,2,834,Unfurnished,Family Only,"Calyx Navyangan Kasar Amboli, Kasar Amboli, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,8000
1,1,0,Semifurnished,Family Only,"Shiv Heights, Wakad, , Pune, Maharashtra",2,East,Not provided,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
2,2,0,Semifurnished,Family Only,"Shri Salpai Heights, Katraj, , Pune, Maharashtra",1,East,Not provided,Yes,No,1,None,None,11,2,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,14500
2,2,0,Unfurnished,All,"Kate Vasti, Survey No. 61, , Pune, Maharashtra",0,West,Vitrified,No,No,1,None,None,11,2,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,2,0,17000
2,2,1071,Semifurnished,Family Only,"Siddheshwar Nagar, Vishrantwadi, , Pune, Maharashtra",7,No Direction,Vitrified,No,No,0,None,None,11,2,1,0,10+ Year Old,1,0,0,0,0,0,0,0,80000,0,22500
1,1,0,Unfurnished,Family Only,"reevha regency, Kharadi Annex, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,12000
2,2,1141,Unfurnished,All,"Nyati Eternity, NIBM, , Pune, Maharashtra",7,West,Vitrified,Yes,No,1,None,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,22200,3,0,14800
2,2,840,Unfurnished,Family Only,"AG Imperial Towers, NIBM, , Pune, Maharashtra",9,West,Vitrified,Yes,No,1,None,None,22,1,0,2,1 to 5 Year Old,0,1,0,0,0,0,0,16000,50000,0,16000
1,1,600,Unfurnished,Family Only,"Umang Homes and Primo Apartments, IVy Estate, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,0,None,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,20000,0,8500
2,2,870,Unfurnished,All,"Swarnik Residency, Swami Samarth Nagar, , Pune, Maharashtra",2,North-West,Vitrified,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,10000
2,2,780,Semifurnished,All,"The Omega Paradise Phase 1, Shankar Kalat Nagar, , Pune, Maharashtra",8,East,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,0,0,1,0,17000,50000,0,17000
1,1,0,Semifurnished,All,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",2,No Direction,Vitrified,Yes,No,1,Yes,Yes,12,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,13000,40000,0,13000
2,2,900,Unfurnished,Family Only,"Casa Feliz, Magarpatta, , Pune, Maharashtra",6,East,Ceramic,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,20000,50000,0,20000
1,1,0,Semifurnished,Family Only,"Giridhar Nagar, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0,10000
2,2,850,Unfurnished,Family Only,"Swastik Spira Apartments, Chikhali, , Pune, Maharashtra",3,East,Marble,Yes,No,1,None,Yes,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,15000
3,3,1015,Unfurnished,Family Only,"Life Montage, Sus , , Pune, Maharashtra",1,West,Vitrified,Yes,No,1,Yes,Yes,24,1,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,50000,0,17000
2,2,0,Unfurnished,All,"sai fortune, Kharadi, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,21000,50000,0,21000
1,1,650,Semifurnished,All,"Vishwanath Lokpriya Nagri, Vishrantwadi, , Pune, Maharashtra",3,East,Ceramic,Yes,Yes,1,Yes,Yes,36,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,15000
2,2,724,Unfurnished,All,"Aksha Vrundavan, Chikhali, , Pune, Maharashtra",6,East,Spartex,Yes,No,1,Yes,Yes,11,1,0,0,0 to 1 Year Old,0,1,1,0,0,0,Maintenance 1500/ (/ month,0,30000,1500,15000
2,2,0,Unfurnished,All,"Bhama Golden Nest, Handewadi, , Pune, Maharashtra",7,West,Vitrified,Yes,No,1,None,None,12,2,0,2,0 to 1 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,30000,1000,12000
2,2,0,Furnished,Family Only,"Pearl Tower, Gadital, , Pune, Maharashtra",9,East,Vitrified,No,No,1,None,None,0,0,0,1,10+ Year Old,1,0,0,0,0,0,0,0,75000,0,23000
1,2,0,Unfurnished,Family Only,"Wadgaon Sheri, , Pune, Maharashtra",0,East,Vitrified,Yes,No,0,None,None,36,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,7000
3,3,0,Unfurnished,None,"Pimple Saudagar, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,0,0,1,0,NO age,1,0,0,0,0,0,0,0,0,0,17000
2,2,0,Semifurnished,Family Only,"Millennium Acropolis, Wakad, , Pune, Maharashtra",3,East,Not provided,Yes,Yes,1,None,None,11,2,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,18500
2,2,0,Unfurnished,Family Only,"Kalpataru Estate, Pimple Gurav, , Pune, Maharashtra",1,No Direction,Granite,Yes,No,1,None,None,0,0,1,0,10+ Year Old,1,0,0,0,0,0,0,0,100000,0,22750
2,2,980,Unfurnished,All,"Magarpatta Cosmos Apartment, Hadapsar, , Pune, Maharashtra",4,North,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,1,0,1,0,0,Maintenance 1/ ((one time fee,1,0,1,19000
2,2,1200,Semifurnished,Family Only,"ram ashram chs , Sadashiv Peth, , Pune, Maharashtra",3,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,80000,0,22000
2,2,626,Furnished,Family Only,"Sky Heights, Pisoli, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,75000,0,15000
1,1,376,Unfurnished,All,"Aishwaryam Hamara, Chikhali, , Pune, Maharashtra",9,No Direction,Others,Yes,No,1,None,None,11,4,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,20000,0,10000
4,4,2100,Unfurnished,Family Only,"Satyam Rajyog, Dhanori, , Pune, Maharashtra",9,North-East,Ceramic,Yes,Yes,0,Yes,Yes,11,0,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,32500
3,3,1550,Semifurnished,All,"Mahavir Bhakti Genesis, Wakad, , Pune, Maharashtra",3,West,Vitrified,Yes,No,1,None,Yes,11,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,25000
2,2,1000,Semifurnished,All,"Sanjay Residency, Someshwarwadi, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ year,20000,60000,0.083333333,20000
2,2,1000,Semifurnished,All,"Kumar Presidency Koregaon Park, Koregaon Park, , Pune, Maharashtra",3,North,Granite,Yes,No,1,Yes,Yes,12,1,0,2,10+ Year Old,0,0,0,1,0,0,0,65000,260000,0,65000
2,2,843,Unfurnished,Family Only,"Vishaldeep Residancy,, Chandan nagar, , Pune, Maharashtra",3,East,Ceramic,Yes,No,0,None,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1500/ (/ month,0,40000,1500,20000
3,3,0,Semifurnished,Family Only,"Suyog Padmavati Hills, Bavdhan, , Pune, Maharashtra",0,East,Vitrified,Yes,No,1,None,None,33,1,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,3,0,28000
1,1,200,Unfurnished,Bachelors (Men Only),"Aashiayana Residency, Sanghvi, , Pune, Maharashtra",3,South,Ceramic,Yes,Yes,0,None,None,6,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,2,0,4000
3,3,0,Furnished,All,"BU Bhandari Kaasp Countyy, Wakad, , Pune, Maharashtra",5,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0,27000
