bedroom,bathrooms,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,no_room,pooja_room,study_room,others,servant_room,store_room,maintenance_amt,brok_amt,deposit_amt,mnt_amt,rent
3,3,1000,Semifurnished,All,"Nyati Eternity, Mohamadwadi, , Pune, Maharashtra",5,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,18000,55000,0,18000
2,2,0,Unfurnished,All,"Kale Padal, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,3,0,15000
1,1,520,Unfurnished,All,"Kalewadi, , Pune, Maharashtra",2,North-East,Others,No,No,0,None,None,6,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,8000
2,2,900,Semifurnished,Family Only,"YashRavipark, Hadapsar, , Pune, Maharashtra",7,East,Granite,Yes,No,1,None,None,0,0,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,12000
2,2,1000,Semifurnished,Family Only,"Suma Shilp Sankul Row House, Erandwane, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,Yes,Yes,0,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,28000,3,500,28000
1,1,0,Unfurnished,Family Only,"Amrut Ganga, Manik Baug, , Pune, Maharashtra",8,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,40000,0,13000
2,2,798,Unfurnished,All,"PS Splendour County, Wagholi, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,0,0,0,0,0,1,0,11000,30000,0,11000
3,3,0,Semifurnished,All,"Rohan Tarang, Wakad, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,1,None,None,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,100000,0,25000
1,1,471,Unfurnished,Family Only,"The Construction Group Sai Datta Niwas, Ambegaon, , Pune, Maharashtra",4,No Direction,Not provided,No,No,0,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,8500
2,2,875,Unfurnished,Family Only,"Benchmark Cyprus, Punawale, , Pune, Maharashtra",4,East,Vitrified,No,No,1,None,Yes,11,1,0,1,Under Construction,0,1,0,0,0,0,Maintenance 1/ (/ month,15000,45000,1,15000
2,2,699,Unfurnished,Family Only,"Palash Icon, Udyog nagar, chinchwad, , Pune, Maharashtra",1,East,Spartex,Yes,No,1,None,None,0,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,45000,0,17000
4,4,2800,Unfurnished,All,"Clover Highlands, Kondhwa, , Pune, Maharashtra",0,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 2800/ (/ month,65000,3,2800,24768.73599
3,3,1250,Unfurnished,All,"Lohia Jain Galore Park, Bavdhan, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,25000,75000,1,25000
1,1,0,Semifurnished,Family Only,"Green Palms, Undri, , Pune, Maharashtra",4,East,Ceramic,Yes,No,1,None,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0,10000
3,3,0,Semifurnished,All,"Surobhi Park, Aundh, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,0,0,1,2,10+ Year Old,0,1,0,0,0,0,Maintenance 1500/ (/ month,0,3,1500,28000
3,3,1800,Furnished,"Family , Bachelors (Men Only)","Marvel Enigma, Kharadi, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,2,None,Yes,11,1,0,2,1 to 5 Year Old,0,1,1,0,0,0,Maintenance 3000/ (/ month,42000,150000,3000,42000
1,1,0,Unfurnished,Bachelors (Men/Women),"Sinhgad Road, , Pune, Maharashtra",1,North,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0,10000
2,2,900,Unfurnished,All,"Pawanhans Residency, Mauli Nagar, Dighi, , Pune, Maharashtra",1,West,Marble,Yes,Yes,0,None,None,12,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,15000
2,2,0,Furnished,Family Only,"Adityas A Garden City, Warje, , Pune, Maharashtra",6,North,Ceramic,Yes,No,1,None,None,6,1,0,1,10+ Year Old,1,0,0,0,0,0,0,0,70000,0,20500
2,2,0,Furnished,Family Only,"Esclare Royale, Kharadi, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,33,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 2500/ ((one time fee,0,80000,2500,28000
3,3,1240,Semifurnished,Family Only,"Runal Gateway, Pune Mumbai Highway, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,0,0,0,2,0 to 1 Year Old,0,1,1,0,1,0,0,22000,60000,0,22000
2,2,1069,Semifurnished,Family Only,"Girdhar Oassis, Kharadi, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 1500/ (/ month,0,40000,1500,15000
2,2,0,Semifurnished,All,"Mont Vert Vesta, Pirangut, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,1,None,None,0,0,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,9000
1,1,575,Semifurnished,Family Only,"Welworth Silver Crest, Kothrud, , Pune, Maharashtra",3,South,Spartex,No,No,1,None,None,0,0,0,2,5 to 10 Year Old,0,0,0,1,0,0,0,0,50000,0,17000
2,2,950,Unfurnished,"Family , Bachelors (Women Only)","Shivkrushna Society, Manjari Budruk, , Pune, Maharashtra",0,No Direction,Not provided,Yes,No,0,None,None,11,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0,10500
2,1,800,Unfurnished,Family Only,"Pratik Nagar, , Pune, Maharashtra",1,North-East,Ceramic,No,No,0,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
1,1,0,Semifurnished,All,"Qazi Manzil, Khandve Nagar, , Pune, Maharashtra",0,East,Vitrified,No,No,1,None,None,11,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0,7000
2,2,1106,Unfurnished,All,"keyswood, Wakadkar Wasti, , Pune, Maharashtra",5,No Direction,Not provided,No,No,1,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,14000
3,5,1850,Semifurnished,Family Only,"Marvel Sangria, Mohamadwadi, , Pune, Maharashtra",6,East,Vitrified,Yes,No,2,None,None,22,1,0,1,1 to 5 Year Old,0,0,0,0,1,0,Maintenance 3000/ (/ month,40000,130000,3000,40000
2,2,1100,Furnished,Family Only,"Kumar Pride Park, Shivaji Housing Co-Operative Society, , Pune, Maharashtra",6,East,Marble,Yes,No,1,Yes,Yes,12,1,0,1,10+ Year Old,1,0,0,0,0,0,0,0,125000,0,35500
2,2,820,Furnished,Family Only,"Kolte Patil Stargaze, Bavdhan, , Pune, Maharashtra",2,No Direction,Ceramic,Yes,No,2,None,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0,25000
2,2,670,Semifurnished,All,"GK Rose Mansion, Punawale, , Pune, Maharashtra",6,West,Vitrified,Yes,No,1,None,Yes,11,2,1,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 2100/ (/ month,0,50000,2100,16000
2,2,1250,Furnished,All,"Vishrantwadi, , Pune, Maharashtra",2,West,Not provided,No,No,1,None,None,12,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,80000,0,22000
2,2,0,Furnished,Family Only,"Leisure Town, Hadapsar, , Pune, Maharashtra",7,No Direction,Not provided,No,No,1,None,None,0,0,0,0,Under Construction,1,0,0,0,0,0,0,0,2,0,20000
2,2,900,Semifurnished,Family Only,"Hill Shire, Wagholi, , Pune, Maharashtra",9,East,Not provided,No,No,1,None,None,0,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,11000
1,1,675,Semifurnished,All,"Antheia, Nehru Nagar, , Pune, Maharashtra",0,East,Ceramic,Yes,Yes,0,Yes,Yes,0,0,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,40000,0,15000
1,1,285,Unfurnished,All,"On Request, Newale Wasti, , Pune, Maharashtra",2,West,Ceramic,Yes,No,1,None,None,11,1,0,0,0 to 1 Year Old,0,0,0,1,0,0,Maintenance 100/ (/ month,0,15000,100,6100
2,2,920,Furnished,"Family , Bachelors (Men Only)","RK Niwas, Indira Nagar, , Pune, Maharashtra",2,North,Ceramic,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0,17500
2,2,700,Semifurnished,All,"Essen Shonest Towers, Shankar Kalat Nagar, , Pune, Maharashtra",6,North,Not provided,Yes,No,1,None,None,0,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
2,2,750,Unfurnished,Family Only,"Chintamani Garden, Ambegaon Budruk, , Pune, Maharashtra",6,East,Vitrified,No,No,1,None,None,0,0,0,1,10+ Year Old,1,0,0,0,0,0,0,0,40000,0,12500
3,3,1400,Semifurnished,"Family , Bachelors (Men Only)","Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",3,No Direction,Not provided,No,No,2,None,None,0,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,90000,0,30000
3,3,1154,Semifurnished,All,"Nyati Evara, NIBM, , Pune, Maharashtra",5,No Direction,Not provided,Yes,No,1,Yes,Yes,0,0,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,20000,60000,0,20000
1,1,550,Unfurnished,Family Only,"Mayur Deep, Rasta Peth, , Pune, Maharashtra",1,North,Ceramic,Yes,No,0,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,15000
1,1,400,Unfurnished,All,"on request, Thite Nagar, , Pune, Maharashtra",3,East,Not provided,Yes,No,0,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,10000,0,5000
1,1,610,Unfurnished,All,"Keshar Kamal, Sinhgad Road, , Pune, Maharashtra",4,South,Mosaic,No,No,0,None,None,24,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0,9000
2,2,950,Unfurnished,All,"Natasha Enclave, NIBM, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,10+ Year Old,0,0,0,0,0,1,Maintenance 1200/ (/ month,22500,3,1200,14000
1,1,0,Unfurnished,All,"Chinchwad, , Pune, Maharashtra",0,South,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,4500
1,1,0,Unfurnished,All,"aditya aprtment, Bharatkunj - 1, , Pune, Maharashtra",4,East,Spartex,Yes,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,9000,3,0,9000
1,1,0,Unfurnished,Family Only,"Swayambu Sankul, Bekrai Nagar, , Pune, Maharashtra",2,West,Not provided,Yes,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,15000,0,5500
1,1,653,Semifurnished,"Family , Bachelors (Women Only)","Navnath Complex, Bhairav Nagar, , Pune, Maharashtra",3,No Direction,Granite,Yes,No,1,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,0,2,500,9000
1,1,0,Unfurnished,All,"Sant Nagar, , Pune, Maharashtra",0,East,Not provided,Yes,No,1,None,None,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,10000,0,5500
2,2,425,Unfurnished,All,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",4,West,Marble,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,0,0,0,1,0,0,0,2500,10000,0,5500
2,2,1000,Unfurnished,All,"Amanora Victory Tower, Keshav Nagar, , Pune, Maharashtra",5,North,Not provided,Yes,Yes,1,Yes,Yes,11,1,0,2,0 to 1 Year Old,0,0,1,0,0,0,0,0,4,0,32000
2,2,775,Unfurnished,All,"Raheja Vista Phase 3, NIBM, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,1,0,1,0,0,Maintenance 1500/ (/ month,21000,3,1500,14500
2,2,0,Semifurnished,All,"Oxford Florida River Bank, Keshav Nagar, , Pune, Maharashtra",3,North-West,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0,18000
2,2,0,Semifurnished,"Family , Bachelors (Women Only)","Godrej Infinity, Keshav Nagar, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,1,0,0,1 to 5 Year Old,0,1,0,0,0,0,0,0,100000,0,22000
1,1,0,Semifurnished,All,"on req, Kothrud, , Pune, Maharashtra",1,East,Spartex,Yes,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,8500
1,1,250,Unfurnished,Family Only,"Kale Padal, , Pune, Maharashtra",2,West,Spartex,No,No,1,None,None,12,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,2,0,5000
1,1,600,Unfurnished,All,"on request, Keshav Nagar, , Pune, Maharashtra",0,North,Vitrified,No,No,0,None,None,11,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,5500
1,1,600,Furnished,All,"Nikash Classic, Dahanukar Colony, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,0,None,None,11,2,1,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,40000,0,16000
2,2,57.92,Unfurnished,Family Only,"Shivam Majestica, Swami Vivekanand Nagar, , Pune, Maharashtra",6,North,Ceramic,Yes,No,1,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,17500
1,1,0,Furnished,Family Only,"Urmila Society, Dhankawadi, , Pune, Maharashtra",0,North-West,Ceramic,No,No,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,3,0,12000
2,2,0,Semifurnished,All,"Greenland Society, Pimple Saudagar, , Pune, Maharashtra",9,South,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,84000,0,18500
2,2,865,Semifurnished,Family Only,"Avanti Apartment, Bhusari Colony, , Pune, Maharashtra",1,No Direction,Not provided,Yes,Yes,1,Yes,Yes,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,18500
3,3,572,Unfurnished,All,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",4,North-East,Marble,No,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,1,0,0,0,2500,16000,0,8500
10,6,0,Unfurnished,All,"Ganesh Park Phase 4, Wagholi, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,24768.73599
1,1,200,Semifurnished,Bachelors (Women Only),"Wadgaon Sheri, , Pune, Maharashtra",0,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,9000
2,2,0,Furnished,Family Only,"Magarpatta City Trillium, Magarpatta, , Pune, Maharashtra",4,East,Not provided,Yes,Yes,1,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,23500,70000,0,22000
3,2,914,Semifurnished,All,"Amanora Future Towers, Hadapsar, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,100000,0,34000
2,2,1000,Semifurnished,Family Only,"Shanti Niketan, Magarpatta, , Pune, Maharashtra",4,East,Granite,Yes,No,1,Yes,None,11,1,1,1,10+ Year Old,1,0,0,0,0,0,0,0,45000,0,23000
2,1,0,Unfurnished,Family Only,"radhakrishna appartment, Kharadi, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,16500
1,1,0,Unfurnished,All,"Ganga Nagar, , Pune, Maharashtra",3,North,Not provided,No,No,0,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,20000,0,6000
1,1,430,Unfurnished,Family Only,"Mantra Senses, Handewadi, , Pune, Maharashtra",1,West,Vitrified,Yes,No,1,None,None,11,0,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,9000
1,1,1100,Unfurnished,Bachelors (Women Only),"siya classic , dhayri, , Pune, Maharashtra",4,South,Ceramic,No,No,1,None,None,0,2,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,5000,0,3000
2,2,800,Unfurnished,All,"Krishna Keval Township, Kondhwa, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 2500/ (/ month,25000,3,2500,14000
2,1,0,Unfurnished,Family Only,"Dugad Canopy, Katraj, , Pune, Maharashtra",1,South,Vitrified,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 1400/ (/ month,0,50000,1400,16500
2,2,0,Furnished,All,"Everglades Apartment, Kharadi, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,40000,0,21000
2,2,726,Furnished,All,"BG Tatva Pune, Kharadi, , Pune, Maharashtra",6,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,0,0,0,0,0,1,0,20000,60000,0,20000
2,2,0,Unfurnished,All,"Sai Samarttha Shriyans, Punawale, , Pune, Maharashtra",3,North-East,Others,Yes,No,2,Yes,Yes,11,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,15000
3,3,1300,Furnished,Family Only,"Pristine Prism, Aundh Gaon, , Pune, Maharashtra",1,East,Vitrified,No,No,2,None,Yes,36,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,40000,150000,0,40000
2,2,0,Semifurnished,All,"Smart Height, Phursungi, , Pune, Maharashtra",2,North,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,15000,0,8000
2,2,0,Unfurnished,Family Only,"Nirmala Niwas, Wakad, , Pune, Maharashtra",0,North-West,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,13000
3,2,0,Semifurnished,All,"Madhukosh Apartments, Dhayari Phata , , Pune, Maharashtra",1,East,Ceramic,Yes,No,1,None,None,0,2,0,2,1 to 5 Year Old,0,1,1,1,1,0,Maintenance 2000/ (/ month,20000,50000,2000,15000
3,3,1700,Semifurnished,All,"Karia Konark Exotica, Wagholi, , Pune, Maharashtra",7,No Direction,Vitrified,Yes,Yes,1,Yes,Yes,22,2,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,21000
1,1,500,Unfurnished,All,"Bhausaheb Kalate Nagar, , Pune, Maharashtra",0,North-East,Vitrified,No,No,0,None,None,12,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,15000,0,7000
1,1,560,Furnished,All,"Mayuresh heights bhugaon, Bhugaon, , Pune, Maharashtra",5,West,Marble,No,Yes,0,None,None,24,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,25000,0,11000
2,2,0,Semifurnished,Family Only,"Parmeshwara Apartment, Punvale Bazar, , Pune, Maharashtra",1,South,Not provided,Yes,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,15000
2,2,800,Unfurnished,Family Only,"Raviraj Rakshaknagar Gold, Pandhari Nagar, , Pune, Maharashtra",6,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0,21000
2,2,0,Furnished,All,"Diamond Bhalchandra Nagari, Ravet, , Pune, Maharashtra",3,South-West,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,123456789
1,1,0,Unfurnished,Family Only,"Pimpri Chinchwad, , Pune, Maharashtra",1,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,9000
2,2,850,Unfurnished,Family Only,"Royal Court, Thergaon, , Pune, Maharashtra",8,South-West,Vitrified,Yes,Yes,1,None,None,0,0,1,1,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 2200/ (/ month,16000,50000,2200,16000
3,3,1350,Furnished,All,"Fortaleza Apartment, Kalyani Nagar, , Pune, Maharashtra",5,East,Vitrified,Yes,No,2,Yes,Yes,11,1,0,1,5 to 10 Year Old,0,0,0,1,0,0,Maintenance 1500/ ((one time fee,45000,95000,1500,45000
2,2,0,Semifurnished,All,"ABC nigdi pune, Nigdi, , Pune, Maharashtra",1,West,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,0,0,0,1,0,0,0,15000,5000,0,15000
2,2,0,Furnished,Family Only,"Maulikrupa Complex, Kothrud, , Pune, Maharashtra",1,North,Vitrified,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,70000,0,23000
2,2,980,Semifurnished,Family Only,"Belvalkar Solacia, Wagholi, , Pune, Maharashtra",7,No Direction,Ceramic,Yes,Yes,1,None,None,11,2,0,2,5 to 10 Year Old,0,0,0,0,0,1,0,0,35000,0,13000
1,1,550,Unfurnished,Family Only,"Tingre Nagar, , Pune, Maharashtra",1,East,Ceramic,No,No,1,None,None,12,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,12000
2,2,0,Furnished,All,"Paya Housing Society, Aundh, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,3,0,22000
2,2,750,Unfurnished,All,"Ace Augusta, Hinjewadi, , Pune, Maharashtra",2,North,Vitrified,Yes,Yes,1,None,None,11,1,0,2,Under Construction,0,1,0,0,0,0,Maintenance 1/ (/ month,10000,35000,1,13000
1,1,0,Semifurnished,Family Only,"Tara Aangan, Keshav Nagar, , Pune, Maharashtra",3,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0,5000
3,3,1220,Semifurnished,"Family , Bachelors (Men Only)","Kolte Patil Western Avenue, Wakad, , Pune, Maharashtra",7,West,Vitrified,Yes,No,1,None,Yes,22,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 6000/ (/ unit,23000,60000,6000,24000
2,2,1000,Semifurnished,Family Only,"Twin Arcs, Punawale, , Pune, Maharashtra",8,East,Not provided,No,Yes,1,None,None,0,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,35000,0,15000
2,2,950,Unfurnished,All,"Dorabjee Enclave, Salunke Vihar, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,0,5 to 10 Year Old,0,0,0,1,0,1,Maintenance 1200/ (/ month,2,3,1200,18000
2,2,667.15,Semifurnished,All,"Megapolis Symphony, Hinjewadi, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,50000,0,17000
2,1,520,Unfurnished,All,"Palm Atlantis, Wagholi, , Pune, Maharashtra",8,No Direction,Vitrified,Yes,No,1,None,None,0,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,10000
1,1,470,Unfurnished,All,"Kolte Patil Life Republic, Hinjewadi, , Pune, Maharashtra",3,South,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,10500,30000,0,10499
2,2,900,Furnished,Family Only,"Sai Orchards, Pimple Saudagar, , Pune, Maharashtra",2,West,Spartex,Yes,Yes,0,Yes,None,11,1,1,1,5 to 10 Year Old,0,1,1,0,0,0,0,0,75000,0,25000
2,2,0,Semifurnished,Family Only,"Eden Park, Clover Park, , Pune, Maharashtra",7,North,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,0,0,1,0,21000,40000,0,21000
4,3,1800,Unfurnished,Family Only,"Atul Westernhills, Baner-Sus, , Pune, Maharashtra",2,North-East,Not provided,Yes,Yes,2,Yes,Yes,12,2,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,30000,0,0,30000
2,2,900,Semifurnished,Family Only,"Naiknavare Sylvan Heights, Sanewadi, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,36,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,1,4,0,26000
1,1,0,Unfurnished,Family Only,"Surobhi Kunj, Tingre Nagar, , Pune, Maharashtra",0,East,Not provided,No,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,6000
2,2,0,Semifurnished,Family Only,"Sunder Shrusti, Sinhgad Road, , Pune, Maharashtra",5,East,Vitrified,Yes,Yes,1,None,Yes,0,0,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,21000
1,1,0,Unfurnished,All,"Vastu RPS Towers, Lohegaon, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0,8000
1,1,0,Furnished,All,"Motiram Villa, Bhusari Colony, , Pune, Maharashtra",3,West,Ceramic,Yes,Yes,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,45000,0,15000
1,1,480,Unfurnished,All,"Shankar Complex, Balaji Nagar, , Pune, Maharashtra",4,East,Marble,No,No,1,None,Yes,12,2,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 300/ (/ month,0,25000,300,7000
2,2,750,Unfurnished,All,"Navalakha Tanishq, Pandhari Nagar, , Pune, Maharashtra",2,East,Ceramic,Yes,No,1,None,None,0,1,1,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 750/ (/ month,0,50000,750,16500
2,2,680,Semifurnished,All,"Vastushree Adrina, Keshav Nagar, , Pune, Maharashtra",7,East,Vitrified,Yes,No,0,None,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,20000,60000,1,20000
3,3,1200,Unfurnished,All,"Devi Sacred Heart Town, Wanwadi, , Pune, Maharashtra",3,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 2500/ (/ month,45000,3,2500,30000
1,1,500,Unfurnished,"Family , Bachelors (Women Only)","Walhekar Aishwarya Laxmi, Wagholi, , Pune, Maharashtra",2,No Direction,Vitrified,No,No,1,None,None,0,0,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0,8500
3,3,0,Semifurnished,Family Only,"Vaishnavi Sai Royale, Wanowrie, , Pune, Maharashtra",6,No Direction,Not provided,Yes,No,1,None,None,0,0,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,45000,120000,0,32000
3,3,2100,Furnished,Family Only,"Panchshil One North, Hadapsar, , Pune, Maharashtra",7,East,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,0,0,0,1,0,0,200000,600000,0,24768.73599
